budget,genres,movie_id,original_language,popularity,production_companies,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
40000000,"Crime, Drama, Thriller",1645,en,25.22,"Regency Enterprises, Warner Bros.",1996-07-24,152266007,149,Released,Experience a time you'll never forget.,A Time to Kill,7.0,509
0,Comedy,222250,en,0.97,Team Awesome Films,2013-09-20,0,96,Released,,A True Story,6.8,2
0,"Animation, Family",49953,en,15.81,"Illuminata Pictures, Motion Investment Group, nWave Pictures",2010-08-03,0,88,Released,He's Turtly Amazing,A Turtle's Tale: Sammy's Adventures,5.6,151
19000000,Comedy,55465,en,17.97,"Mandate Pictures, New Line Cinema",2011-11-04,35387212,108,Released,Christmas comes prematurely.,A Very Harold & Kumar Christmas,6.0,328
47000000,Drama,2841,fr,23.05,"2003 Productions, Canal+, Centre National de la Cinématographie (CNC), Gerber Pictures, Région Bretagne, Région Ile-de-France, Région Poitou-Charentes, TF1 Films Production, Tapioca Films, Warner Bros.",2004-10-26,0,133,Released,Never let go,A Very Long Engagement,7.1,346
30000000,"Action, Adventure, Thriller",707,en,27.23,Eon Productions,1985-05-24,152427960,131,Released,Has James Bond finally met his match?,A View to a Kill,6.0,506
28000000,"Crime, Drama, Mystery, Thriller",169917,en,61.31,"1984 Private Defense Contractors, Cross Creek Pictures, Da Vinci Media Ventures, Double Feature Films, Exclusive Media Group, Free State Pictures, Jersey Films, Traveling Picture Show Company (TPSC)",2014-09-18,53181600,113,Released,Some people are afraid of all the wrong things,A Walk Among the Tombstones,6.2,1131
14000000,"Drama, Romance",28029,en,6.37,"Groucho II Film Partnership, Miramax Films, Punch 21 Productions, Village Roadshow Pictures",1999-01-29,0,107,Released,It was the summer of Woodstock... when she became the woman she always wanted to be.,A Walk on the Moon,6.2,21
11000000,"Drama, Romance",10229,en,33.28,"DiNovi Pictures, Gaylord Films, Pandora Pictures, Warner Bros.",2002-01-25,41227069,101,Released,She didn't belong. She was misunderstood. And she would change him forever.,A Walk to Remember,7.5,1018
0,"Comedy, Drama, Thriller",44555,zh,1.42,"Beijing New Picture Film Co. Ltd., Film Partner International",2009-12-11,0,95,Released,,"A Woman, a Gun and a Noodle Shop",4.8,13
100000000,"Adventure, Drama, Science Fiction",644,en,34.04,"Amblin Entertainment, DreamWorks SKG, Stanley Kubrick Productions, Warner Bros.",2001-06-29,235926552,146,Released,"David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",A.I. Artificial Intelligence,6.8,1974
0,"Drama, Music",157293,hi,1.29,UTV Motion Pictures,2013-02-07,222000,160,Released,India's First 3D Dance movie,ABCD (Any Body Can Dance),5.6,10
20000000,Drama,13960,en,5.42,Warner Bros.,2006-03-31,21170563,105,Released,A New American Story,ATL,6.0,32
70000000,"Action, Adventure, Science Fiction",395,en,42.96,"Brandywine Productions, Charenton Productions Limited, Davis Entertainment, Impact Pictures, Inside Track Films, Kut Productions, Lonlink Productions, Revolution Sun Studios, Stillking Films, Studio Babelsberg, Twentieth Century Fox Film Corporation",2004-08-12,171183863,101,Released,Whoever wins... We lose,AVP: Alien vs. Predator,5.5,1217
3000000,Thriller,342502,en,1.14,Triumphant Entertainment,2015-08-07,0,79,Released,72 Hours On The Clock. Starting Now...,AWOL-72,2.8,10
25000000,"Drama, Mystery, Thriller",15992,en,3.89,"Paramount Pictures, Spyglass Entertainment, Touchstone Pictures",2002-10-14,10719357,99,Released,Watch who you leave behind.,Abandon,4.6,45
0,"Drama, Thriller",356987,en,3.07,Making Movies,2015-08-30,0,82,Released,,Abandoned,5.8,27
35000000,"Action, Mystery, Thriller",59965,en,19.89,"Gotham Group, Lions Gate Films, Mango Farms, Quick Six Entertainment, Tailor Made, Vertigo Entertainment",2011-09-22,82087155,106,Released,They stole his life. He's taking it back.,Abduction,5.6,961
0,"Comedy, Drama, Foreign",26665,en,1.07,Filmfabriken Baltic Sea AB,2000-07-05,0,113,Released,,Aberdeen,7.0,6
12500000,"Comedy, Romance",222899,en,11.83,"Olive Bridge Entertainment, Rainforest Films, Screen Gems, Inc.",2014-02-14,49002684,100,Released,It's about compromise. It's about love. It's about a good wingman.,About Last Night,6.0,210
30000000,"Comedy, Drama",2755,en,19.93,"Avery Pix, New Line Cinema",2002-12-13,105834556,125,Released,Schmidt Happens,About Schmidt,6.7,362
0,"Comedy, Drama, Science Fiction",122906,en,74.82,"Translux, Working Title Films",2013-08-16,87100449,123,Released,What if every moment in life came with a second chance?,About Time,7.8,2067
27000000,"Comedy, Drama, Romance",245,en,28.23,Universal Pictures,2002-04-26,129000000,101,Released,One ordinary couple. One little white lie.,About a Boy,6.6,607
69000000,"Action, Fantasy, Horror",72331,en,38.63,"Abraham Productions, Bazelevs Production, Location Gourmet, Tim Burton Productions, Twentieth Century Fox Film Corporation",2012-06-20,112265139,94,Released,Are you a patriot or a vampire?,Abraham Lincoln: Vampire Hunter,5.5,1269
70000,"Horror, Mystery, Thriller",74777,en,6.33,"Blue Dot Productions, FallBack Plan Productions",2011-03-03,0,92,Released,There are fates worse than death.,Absentia,5.8,121
50000000,"Crime, Drama, Thriller",66,en,13.58,"Castle Rock Entertainment, Columbia Pictures, Malpaso Productions",1997-02-14,50068310,121,Released,Corrupts Absolutely.,Absolute Power,6.4,223
26000000,"Comedy, Romance",316002,en,5.64,K. JAM Media,2015-02-10,0,100,Released,Sometimes you nail love. Sometimes it nails you.,Accidental Love,3.9,95
15000000,"Comedy, Mystery",3049,en,41.25,"Morgan Creek Productions, Warner Bros.",1994-02-04,107217396,86,Released,"He's the best there is! (Actually, he's the only one there is.)",Ace Ventura: Pet Detective,6.4,1648
30000000,"Adventure, Comedy, Crime",9273,en,34.39,"Morgan Creek Productions, O Entertainment",1995-11-10,212385533,90,Released,New animals. New adventures. Same hair.,Ace Ventura: When Nature Calls,6.1,1099
0,"Adventure, Drama, Music, Romance",4688,en,11.87,"Revolution Studios, Team Todd",2007-09-14,0,133,Released,All you need is love.,Across the Universe,7.1,410
12000000,"Action, Thriller, War",75674,en,21.96,"Bandito Brothers, Relativity Media",2012-02-24,81272766,110,Released,The only easy day was yesterday,Act of Valor,6.3,417
7000000,"Action, Adventure, Comedy, Crime, Drama",10117,en,6.87,"Lorimar Motion Pictures, Silver Pictures",1988-02-12,20256975,96,Released,It's Time For,Action Jackson,4.9,50
0,"Drama, Romance",22051,en,8.31,"Deer Path Productions, Northwood Productions, Olympus Pictures, Serenade Films, Vox3 Films",2009-07-29,2277396,99,Released,A story about two strangers. One a little stranger than the other...,Adam,6.9,150
10000000,"Drama, War",18516,en,2.57,"3L Filmproduktion GmbH, Adam Productions, Bleiberg Entertainment, July August Productions",2008-08-08,0,106,Released,,Adam Resurrected,6.4,22
19000000,"Comedy, Crime, Drama",2757,en,26.44,"Beverly Detroit, Clinica Estetico, Good Machine, Intermedia, Magnet Productions, Propaganda Films",2002-12-06,32801173,114,Released,"From the creator of Being John Malkovich, comes the story about the creator of Being John Malkovich.",Adaptation.,7.3,638
0,"Drama, Thriller",235271,en,7.54,"Codeblack Entertainment, Lionsgate",2014-10-10,0,105,Released,Every Woman Needs an Escape,Addicted,5.4,63
13000000,"Comedy, Drama, Romance",144340,en,17.63,Focus Features,2013-03-21,18000000,107,Released,Let someone in.,Admission,5.4,304
16000000,Drama,111190,en,18.79,"Canal+, Ciné@, France 2 Cinéma, France Télévisions, Gaumont, Hopscotch Features, Mon Voisin Productions, Screen Australia, Screen NSW",2013-04-03,318982,100,Released,,Adore,6.1,291
750000,"Crime, Drama, Thriller",376004,en,1.47,Unknown,2016-01-05,0,80,Released,Love. Betrayal. Vengeance,Adulterers,5.2,16
9500000,Comedy,16614,en,19.98,"Miramax Films, Sidney Kimmel Entertainment, This Is That Productions",2009-04-03,17164377,107,Released,Nothing brings people together like a crappy summer job.,Adventureland,6.4,737
0,"Mystery, Thriller",118612,en,4.6,"Quite Quick Productions, Seabourne Pictures",2012-08-27,0,90,Released,,After,5.6,63
130000000,"Action, Adventure, Science Fiction",82700,en,42.84,"Blinding Edge Pictures, Columbia Pictures, Overbrook Entertainment",2013-05-30,243843127,100,Released,"Danger is real, fear is a choice",After Earth,5.0,2532
60000000,"Action, Comedy, Crime, Drama",10589,en,14.11,"Contrafilm, Firm Films, New Line Cinema",2004-11-12,61347797,97,Released,Who will walk away?,After the Sunset,6.0,226
4500000,"Drama, Horror, Mystery, Thriller",36419,en,14.57,"Harbor Light Entertainment, Lleju Productions, Plum Pictures",2010-04-09,3606395,104,Released,Life is the symptom. Death is the cure.,After.Life,5.4,251
39000000,"Drama, Romance",8842,en,2.82,"ATR Films, Cort/Madden Productions, MMP Erste Filmproduktions, Moviemakers Productions (MMP), Paramount Pictures",2004-02-20,6614280,106,Released,,Against the Ropes,4.5,32
1493619,"Adventure, Family",246449,en,2.49,Against the Wild Films,2013-12-29,0,90,Released,Partners in survival. Friends for life.,Against the Wild,4.9,19
28000000,Action,10923,en,11.86,"Dylan Sellers Productions, Madacy Entertainment, Maverick Films, Metro-Goldwyn-Mayer (MGM), Splendid Pictures",2003-03-14,58795814,102,Released,Save the world. Get the girl. Pass math.,Agent Cody Banks,5.0,284
26000000,Comedy,17047,en,10.93,"Dylan Sellers Productions, Madacy Entertainment, Maverick Films, Metro-Goldwyn-Mayer (MGM), Splendid Pictures",2004-12-03,28818995,100,Released,Adventure is an attitude.,Agent Cody Banks 2: Destination London,5.2,144
70000000,"Adventure, Drama, History",26428,en,18.89,"Canal+ España, Government of Malta, Himenóptero, Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA), Mod Producciones, Nimar Studios, Telecinco Cinema",2009-05-17,39041505,127,Released,"Alexandria, Egypt. 391 A.D. The World Changed Forever.",Agora,6.9,395
0,"Drama, History, Romance",2211,de,2.83,Unknown,1999-02-10,0,125,Released,,Aimee & Jaguar,6.3,20
3000000,"Comedy, Drama, Family",20737,en,11.24,Walt Disney Pictures,1997-08-01,23144499,98,Released,He Sits. He Stays. He Shoots. He Scores.,Air Bud,5.3,106
85000000,"Action, Thriller",9772,en,36.39,"Beacon Communications, Columbia Pictures Corporation, Radiant Productions",1997-07-25,315156409,124,Released,The fate of a nation rests on the courage of one man.,Air Force One,6.2,840
2600000,"Action, Adventure, Comedy",13064,en,8.0,Unknown,1993-09-17,2850263,91,Released,There are two kinds of people: those who get AIRBORNE...and those who don't.,Airborne,6.1,20
4500000,"Action, Drama, History, Thriller",375290,hi,2.55,"Cape Of Good Films, Hari Om Entertainment Co., T-Series",2016-01-22,32000000,126,Released,"170,000 Refugees, 488 Flights, 59 Days, 1 Man",Airlift,7.3,57
3500000,Comedy,813,en,46.12,Paramount Pictures,1980-07-02,83453539,88,Released,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",Airplane!,7.1,1074
0,"Crime, Drama",24424,he,0.52,"ARTE, Das Kleine Fernsehspiel (ZDF), Inosan, Twenty Twenty Vision Filmproduktion GmbH",2009-09-17,0,120,Released,,Ajami,6.8,27
8000000,Drama,13751,en,4.93,"2929 Productions, Cinema Gypsy Productions, Lions Gate Films, Out of the Blue... Entertainment, Starbucks Entertainment",2006-04-28,18948425,112,Released,Changing the world... one word at a time.,Akeelah and the Bee,6.7,81
8000000,"Animation, Science Fiction",149,ja,39.34,"Akira Committee Company Ltd., Bandai Visual Company, Kodansha, Mainichi Broadcasting System (MBS), Sumitomo Corporation, TMS Entertainment, Toho Company, Tokyo Movie Shinsha (TMS)",1988-07-16,553171,124,Released,Neo-Tokyo is about to E.X.P.L.O.D.E.,Akira,7.8,773
28000000,"Adventure, Animation, Comedy, Family, Fantasy, Romance",812,en,92.98,Walt Disney Pictures,1992-11-25,504050219,90,Released,Wish granted!,Aladdin,7.4,3416
24000000,Action,13495,es,6.01,"Estudios Picasso, NBC Universal Global Networks, Origen Producciones Cinematograficas S.A., Twentieth Century Fox Film Corporation",2006-09-01,23321954,145,Released,,Alatriste,5.6,61
8000000,Drama,73873,en,7.8,Chrysalis Films,2011-12-21,5634828,113,Released,A man with a secret. A woman with a dream.,Albert Nobbs,6.2,132
6000000,"Crime, Drama, Thriller",8744,en,2.39,"Albino Alligator Productions, Miramax Films",1996-09-09,0,97,Released,They Planned The Perfect Crime... Until It All Went Perfectly Wrong!,Albino Alligator,5.6,45
30000000,"Comedy, Romance",17813,en,4.35,"Epsilon Motion Pictures, Escape Artists, Franchise Pictures, Reiner / Greisman Productions",2003-06-16,15368897,96,Released,Is it love... or are they just imagining things?,Alex & Emma,5.0,68
45000000,"Action, Crime, Mystery, Thriller",94348,en,14.51,Summit Entertainment,2012-10-18,30353232,101,Released,Don't Ever Cross Alex Cross,Alex Cross,5.1,300
155000000,"Action, Adventure, Drama, History, Romance, War",1966,en,39.02,"Egmond Film & Television, France 3 Cinéma, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, Intermedia Films, Pacifica Film, Pathé Renn Productions, WR Universal Group, Warner Bros.",2004-11-21,167298192,175,Released,The greatest legend of all was real.,Alexander,5.6,927
28000000,"Comedy, Family",218778,en,22.15,"21 Laps Entertainment, Jim Henson Company, The, Walt Disney Pictures",2014-10-08,100654149,81,Released,One day can change everything.,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493
2000000,"Drama, Music, Romance",43839,en,0.48,Twentieth Century Fox Film Corporation,1938-05-24,4000000,106,Released,An American Cavalcade!,Alexander's Ragtime Band,4.8,6
60000000,Comedy,8849,en,15.22,"Paramount Pictures, Patalex Productions",2004-10-22,13395939,103,Released,Meet a man who never met a woman he didn't love.,Alfie,5.6,248
107000000,Drama,8489,en,18.87,Columbia Pictures Corporation,2001-12-11,87713825,157,Released,Float like a butterfly and sting like a bee.,Ali,6.7,447
170000000,Fantasy,241259,en,56.27,"Legend3D, Roth Films, Team Todd, Tim Burton Productions, Walt Disney Pictures",2016-05-25,299370084,113,Released,It's time for a little madness.,Alice Through the Looking Glass,6.5,1725
200000000,"Adventure, Family, Fantasy",12155,en,78.53,"Roth Films, Team Todd, Tim Burton Productions, Walt Disney Pictures, Zanuck Company, The",2010-03-03,1025491110,108,Released,You're invited to a very important date.,Alice in Wonderland,6.4,4645
11000000,"Action, Horror, Science Fiction, Thriller",348,en,94.18,"Brandywine Productions, Twentieth Century Fox Film Corporation",1979-05-25,104931801,117,Released,In space no one can hear you scream.,Alien,7.9,4470
0,"Action, Horror, Science Fiction, Thriller",77156,en,0.0,Unknown,1978-11-22,0,90,Released,Don't you dare go in there!,Alien Zone,4.0,3
70000000,"Action, Horror, Science Fiction",8078,en,37.45,"Brandywine Productions, Twentieth Century Fox Film Corporation",1997-11-12,162000000,109,Released,It's already too late.,Alien: Resurrection,5.9,1365
18500000,"Action, Horror, Science Fiction, Thriller",679,en,67.66,"Brandywine Productions, SLM Production Group, Twentieth Century Fox Film Corporation",1986-07-18,183316455,137,Released,This Time It's War,Aliens,7.7,3220
45000000,"Adventure, Comedy, Family, Fantasy, Science Fiction",20856,en,13.71,"Josephson Entertainment, New Upstairs Productions, Regency Enterprises, Twentieth Century Fox Film Corporation, Upstairs Canada Productions",2009-07-31,57881056,86,Released,The aliens vs. the Pearsons,Aliens in the Attic,5.3,244
40000000,"Action, Fantasy, Horror, Science Fiction, Thriller",440,en,39.38,"Brandywine Productions, Davis Entertainment, Dune Entertainment, Twentieth Century Fox Film Corporation",2007-12-25,41797066,94,Released,The Last Place On Earth We Want To Be Is In The Middle,Aliens vs Predator: Requiem,4.9,740
50000000,"Action, Horror, Science Fiction",8077,en,45.86,"Brandywine Productions, Twentieth Century Fox Film Corporation",1992-05-22,159773545,114,Released,The bitch is back.,Alien³,6.2,1633
32000000,"Action, Adventure, Drama, Thriller",7305,en,14.49,"Paramount Pictures, Touchstone Pictures",1993-01-15,36733909,120,Released,They survived the impossible...by doing the unthinkable.,Alive,6.7,374
15000000,Comedy,23706,en,13.24,"Dune Entertainment, Dune Entertainment III, Fortis Films, Fox 2000 Pictures, Radar Pictures",2009-09-04,40105542,99,Released,A Comedy That Clings,All About Steve,4.7,295
14000000,"Action, Adventure, Comedy",13950,en,5.1,New Line Cinema,2002-03-08,25482931,95,Released,Money can make people do funny things.,All About the Benjamins,5.8,48
0,"Crime, Drama, Mystery, Romance, Thriller",46503,en,20.09,The Weinstein Company,2010-12-03,0,101,Released,The perfect love story. Until it became the perfect crime.,All Good Things,5.9,286
0,"Action, Comedy, Drama, Western",10914,en,0.14,New Real Films,2007-09-11,0,89,Released,,All Hat,1.0,1
